titulo;diretor;ano;orcamento;faturamento;nota
Friday the 13th: A New Beginning ;Danny Steinmann;1985;  2200000; 21300000;4,7
The Last Sin Eater ;Michael Landon Jr.;2007;  2200000;   379643;5,9
Do You Believe? ;Jon Gunn;2015;  2300000; 12985267;5,9
The Best Years of Our Lives ;William Wyler;1946;  2100000; 23650000;8,1
Elling ;Petter Næss;2001; 15500000;   313436;7,6
Mi America ;Robert Fontaine;2015;  2100000;     3330;7,2
From Russia with Love ;Terence Young;1963;  2000000; 24800000;7,5
The Toxic Avenger Part II ;Michael Herz;1989;  2300000;   792966;5,1
It Follows ;David Robert Mitchell;2014;  2000000; 14673301;6,9
Mad Max 2: The Road Warrior ;George Miller;1981;  2000000;  9003011;7,6
The Legend of Drunken Master ;Chia-Liang Liu;1994;  2000000; 11546543;7,6
Boys Don't Cry ;Kimberly Peirce;1999;  2000000; 11533945;7,6
Silent House ;Chris Kentis;2011;  2000000; 12555230;5,3
The Lives of Others ;Florian Henckel von Donnersmarck;2006;  2000000; 11284657;8,5
Courageous ;Alex Kendrick;2011;  2000000; 34522221;7,0
The Triplets of Belleville ;Sylvain Chomet;2003;  9500000;  7002255;7,8
Smoke Signals ;Chris Eyre;1998;  2000000;  6719300;7,2
Before Sunset ;Richard Linklater;2004;  2700000;  5792822;8,0
Amores Perros ;Alejandro G. Iñárritu;2000;  2000000;  5383834;8,1
Thirteen ;Catherine Hardwicke;2003;  1500000;  4599680;6,8
Winter's Bone ;Debra Granik;2010;  2000000;  6531491;7,2
Me and You and Everyone We Know ;Miranda July;2005;  2000000;  3885134;7,4
We Are Your Friends ;Max Joseph;2015;  2000000;  3590010;6,1
Harsh Times ;David Ayer;2005;  2000000;  3335839;7,0
Captive ;Jerry Jameson;2015;  2000000;  2557668;5,3
Full Frontal ;Steven Soderbergh;2002;  2000000;  2506446;4,7
Witchboard ;Kevin Tenney;1986;  2000000;  7369373;5,7
Hamlet ;Kenneth Branagh;1996; 18000000;  4414535;7,8
Shortbus ;John Cameron Mitchell;2006;  2000000;  1984378;6,5
Waltz with Bashir ;Ari Folman;2008;  1500000;  2283276;8,0
The Book of Mormon Movie, Volume 1: The Journey ;Gary Rogers;2003;  2000000;  1098224;3,3
No End in Sight ;Charles Ferguson;2007;  2000000;  1430185;8,3
The Diary of a Teenage Girl ;Marielle Heller;2015;  2000000;  1477002;6,9
In the Shadow of the Moon ;David Sington;2007;  2000000;  1134049;8,1
Inside Deep Throat ;Fenton Bailey;2005;  2000000;   653621;6,8
The Virginity Hit ;Huck Botko;2010;  3400000;   535249;4,6
House of D ;David Duchovny;2004;  6000000;   371081;7,0
Six-String Samurai ;Lance Mungia;1998;  2000000;   124494;6,7
Saint John of Las Vegas ;Hue Rhodes;2009;  3800000;   100669;5,8
Stonewall ;Roland Emmerich;2015; 13500000;   186354;4,5
The Missing Person ;Noah Buschel;2009;  1500000;    17580;6,2
London ;Hunter Richards;2005;    14000;    12667;6,6
Sherrybaby ;Laurie Collyer;2006;  2000000;   198407;6,6
Stealing Harvard ;Bruce McCulloch;2002; 25000000; 13973532;5,1
Gangster's Paradise: Jerusalema ;Ralph Ziman;2008;  2000000;     4958;7,8
The Lady from Shanghai ;Orson Welles;1947;  2300000;     7927;7,7
The Ghastly Love of Johnny X ;Paul Bunnell;2012;  2000000;     2436;5,7
River's Edge ;Tim Hunter;1986;  1900000;  4600000;7,1
Northfork ;Michael Polish;2003;  1900000;  1420578;6,4
Buried ;Rodrigo Cortés;2010;  3000000;  1028658;7,0
One to Another ;Pascal Arnold;2006;  1400000;    18435;5,8
Carrie ;Kimberly Peirce;2013; 30000000; 35266619;5,9
A Nightmare on Elm Street ;Wes Craven;1984;  1800000; 26505000;7,5
Man on Wire ;James Marsh;2008;  1000000;  2957978;7,8
Brotherly Love ;Jamal Hill;2015;  1900000;   444044;7,2
The Last Exorcism ;Daniel Stamm;2010;  1800000; 40990055;5,6
El crimen del padre Amaro ;Carlos Carrera;2002;  1800000;  5709616;6,8
Beasts of the Southern Wild ;Benh Zeitlin;2012;  1800000; 12784397;7,3
Songcatcher ;Maggie Greenwald;2000;  1800000;  3050934;7,3
The Greatest Movie Ever Sold ;Morgan Spurlock;2011;  1500000;   638476;6,6
Travelers and Magicians ;Khyentse Norbu;2003;  1800000;   505295;7,5
Run Lola Run ;Tom Tykwer;1998;  3500000;  7267324;7,8
May ;Lucky McKee;2002;   500000;   145540;6,7
In the Bedroom ;Todd Field;2001;  1700000; 35918429;7,5
I Spit on Your Grave ;Steven R. Monroe;2010;  2000000;    92401;6,3
Happy, Texas ;Mark Illsley;1999;  1700000;  1943649;6,3
My Summer of Love ;Pawel Pawlikowski;2004;  1700000;   992238;6,8
The Lunchbox ;Ritesh Batra;2013;  1000000;  4231500;7,8
Yes ;Sally Potter;2004;  1000000;   396035;6,9
Foolish ;Dave Meyers;1999;  2000000;  6026908;4,3
Caramel ;Nadine Labaki;2007;  1300000;  1060591;7,2
The Bubble ;Eytan Fox;2006;  1500000;   155972;7,3
Dil Jo Bhi Kahey... ;Romesh Sharma;2005; 70000000;   129319;5,1
Mississippi Mermaid ;François Truffaut;1969;  1600000;    26893;7,2
I Love Your Work ;Adam Goldberg;2003;  1650000;     2580;5,4
Dawn of the Dead ;Zack Snyder;2004; 26000000; 58885635;7,4
Waitress ;Adrienne Shelly;2007;  2000000; 19067631;7,1
Bloodsport ;Newt Arnold;1988;  1100000; 11806119;6,8
Kids ;Larry Clark;1995;  1500000;  7417210;7,0
The Squid and the Whale ;Noah Baumbach;2005;  1500000;  7362100;7,4
Kissing Jessica Stein ;Charles Herman-Wurmfeld;2001;  1000000;  7022940;6,7
Exotica ;Atom Egoyan;1994;  2000000;  5132222;7,2
Buffalo '66 ;Vincent Gallo;1998;  1500000;  2365931;7,5
Insidious ;James Wan;2010;  1500000; 53991137;6,8
Nine Queens ;Fabián Bielinsky;2000;  1500000;  1221261;7,9
The Ballad of Jack and Rose ;Rebecca Miller;2005;  1500000;   712294;6,7
The To Do List ;Maggie Carey;2013;  1500000;  3447339;5,8
Killing Zoe ;Roger Avary;1993;  1500000;   418953;6,5
The Believer ;Henry Bean;2001;  1500000;   406035;7,2
Session 9 ;Brad Anderson;2001;  1500000;   373967;6,5
I Want Someone to Eat Cheese With ;Jeff Garlin;2006;  1500000;   194568;6,2
Modern Times ;Charles Chaplin;1936;  1500000;   163245;8,6
Stolen Summer ;Pete Jones;2002;  1500000;   119841;6,5
My Name Is Bruce ;Bruce Campbell;2007;  1500000;   173066;6,3
The Salon ;Mark Brown;2005;  1500000;    92362;4,3
Road Hard ;Adam Carolla;2015;  1500000;   105943;6,1
Amigo ;John Sayles;2010;  1700000;   183490;5,8
Pontypool ;Bruce McDonald;2008;  1500000;     3478;6,7
Trucker ;James Mottern;2008;  2000000;    52166;6,7
The Lords of Salem ;Rob Zombie;2012;  2500000;  1163508;5,1
Jack Reacher ;Christopher McQuarrie;2012; 60000000; 80033643;7,0
Snow White and the Seven Dwarfs ;William Cottrell;1937;  2000000;184925485;7,7
The Holy Girl ;Lucrecia Martel;2004;  1400000;   304124;6,7
Incident at Loch Ness ;Zak Penn;2004;  1400000;    36830;6,6
Lock, Stock and Two Smoking Barrels ;Guy Ritchie;1998;   960000;  3650677;8,2
The Celebration ;Thomas Vinterberg;1998;  1300000;  1647780;8,1
Trees Lounge ;Steve Buscemi;1996;  1300000;   695229;7,2
Journey from the Fall ;Ham Tran;2006;  1592000;   638951;7,4
The Basket ;Rich Cowan;1999;  1300000;   609042;6,5
Eddie: The Sleepwalking Cannibal ;Boris Rodriguez;2012;  1500000;     1521;5,7
Mercury Rising ;Harold Becker;1998; 60000000; 32940507;6,1
The Hebrew Hammer ;Jonathan Kesselman;2003;  1000000;    19539;6,2
Neal 'N' Nikki ;Arjun Sablok;2005;  1500000;   100358;3,3
Friday the 13th Part 2 ;Steve Miner;1981;  1250000; 19100000;6,1
Filly Brown ;Youssef Delara;2012;   427000;  2833383;5,7
Sex, Lies, and Videotape ;Steven Soderbergh;1989;  1200000; 24741700;7,2
Saw ;James Wan;2004;  1200000; 55153403;7,7
Super Troopers ;Jay Chandrasekhar;2001;  1200000; 18488314;7,1
The Amazing Catfish ;Claudia Sainte-Luce;2013;  1300000;    11278;7,0
The Day the Earth Stood Still ;Scott Derrickson;2008; 80000000; 79363785;5,5
Monsoon Wedding ;Mira Nair;2001;  7000000; 13876974;7,4
You Can Count on Me ;Kenneth Lonergan;2000;  1200000;  9180275;7,7
Lucky Number Slevin ;Paul McGuigan;2006; 27000000; 22494487;7,8
But I'm a Cheerleader ;Jamie Babbit;1999;  1200000;  2199853;6,6
Home Run ;David Boyd;2013;  1200000;  2859955;6,0
Reservoir Dogs ;Quentin Tarantino;1992;  1200000;  2812029;8,4
The Good, the Bad and the Ugly ;Sergio Leone;1966;  1200000;  6100000;8,9
The Second Mother ;Anna Muylaert;2015;  4000000;   375723;7,9
Blue Like Jazz ;Steve Taylor;2012;  1200000;   594904;6,0
Down and Out with the Dolls ;Kurt Voss;2001;  1200000;    58936;6,1
Pink Ribbons, Inc. ;Léa Pool;2011;  1200000;    24784;7,4
Certifiably Jonathan ;James David Pasternak;2007;  1200000;     7826;6,2
The Knife of Don Juan ;Tom Sanchez;2013;  1200000;     3830;7,2
Airborne ;Rob Bowman;1993;  2600000;  2850263;6,2
Waiting... ;Rob McKittrick;2005;  3000000; 16101109;6,8
Dead Man's Shoes ;Shane Meadows;2004;   695393;     6013;7,7
From a Whisper to a Scream ;Jeff Burr;1987;  1100000;  1400000;5,9
Dracula: Pages from a Virgin's Diary ;Guy Maddin;2002;  1600000;    39659;7,0
Beyond the Black Rainbow ;Panos Cosmatos;2010;  1100000;    56129;6,1
The Raid: Redemption ;Gareth Evans;2011;  1100000;  4105123;7,6
Rocky ;John G. Avildsen;1976;   960000;117235247;8,1
The Fog ;John Carpenter;1980;  1000000; 21378000;6,8
Unfriended ;Levan Gabriadze;2014;  1000000; 31537320;5,7
The Howling ;Joe Dante;1981;  1000000; 17986000;6,6
Dr. No ;Terence Young;1962;  1100000; 16067035;7,3
Chernobyl Diaries ;Bradley Parker;2012;  1000000; 18112929;5,0
Hellraiser ;Clive Barker;1987;  1000000; 14564027;7,0
God's Not Dead 2 ;Harold Cronk;2016;  5000000; 20773070;3,4
Cry_Wolf ;Jeff Wadlow;2005;  1000000; 10042266;5,9
Blue Valentine ;Derek Cianfrance;2010;  3500000;  9701559;7,4
Transamerica ;Duncan Tucker;2005;  1000000;  9013113;7,4
The Devil Inside ;William Brent Bell;2012;  1000000; 53245055;4,2
Beyond the Valley of the Dolls ;Russ Meyer;1970;   900000;  9000000;6,2
The Green Inferno ;Eli Roth;2013;  6000000;  7186670;5,4
The Sessions ;Ben Lewin;2012;  1000000;  5997134;7,2
Next Stop Wonderland ;Brad Anderson;1998;  1000000;  3386698;6,7
Juno ;Jason Reitman;2007;  7500000;143492840;7,5
Frozen River ;Courtney Hunt;2008;  1000000;  2508841;7,2
20 Feet from Stardom ;Morgan Neville;2013;  1000000;  4946250;7,4
Two Girls and a Guy ;James Toback;1997;  1000000;  1950218;5,6
Walking and Talking ;Nicole Holofcener;1996;  1000000;  1277257;6,8
The Full Monty ;Peter Cattaneo;1997;  3500000; 45857453;7,2
Who Killed the Electric Car? ;Chris Paine;2006;  1000000;  1677838;7,7
The Broken Hearts Club: A Romantic Comedy ;Greg Berlanti;2000;  1000000;  1744858;7,0
Goosebumps ;Rob Letterman;2015; 58000000; 80021740;6,4
Slam ;Marc Levin;1998;  1000000;   982214;7,2
Brigham City ;Richard Dutcher;2001;  1000000;   798341;7,2
Fiza ;Khalid Mohamed;2000;  1000000;   610991;6,2
Orgazmo ;Trey Parker;1997;  1000000;   582024;6,2
All the Real Girls ;David Gordon Green;2003;  2500000;   548712;6,9
Dream with the Fishes ;Finn Taylor;1997;  1000000;   464655;7,0
Blue Car ;Karen Moncrieff;2002;  1000000;   464126;6,7
Luminarias ;José Luis Valenzuela;2000;  1000000;   428535;3,6
Wristcutters: A Love Story ;Goran Dukic;2006;  1000000;   104077;7,4
The Battle of Shaker Heights ;Efram Potelle;2003;  1000000;   279282;6,1
The Lovely Bones ;Peter Jackson;2009; 65000000; 43982842;6,7
The Act of Killing ;Joshua Oppenheimer;2012;  1000000;   484221;8,2
Taxi to the Dark Side ;Alex Gibney;2007;  1000000;   274661;7,7
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ;Paul Crowder;2006;  1000000;   144431;7,3
Antarctica: A Year on Ice ;Anthony Powell;2013;  1000000;   287761;7,6
A Lego Brickumentary ;Kief Davidson;2014;  1000000;   100240;6,8
Hardflip ;Johnny Remo;2012;  1000000;    96734;5,6
Chocolate: Deep Dark Secrets ;Vivek Agnihotri;2005;  1500000;    49000;4,8
The House of the Devil ;Ti West;2009;   900000;   100659;6,4
The Perfect Host ;Nick Tomnay;2010;   500000;    48430;6,8
Safe Men ;John Hamburg;1998;  1000000;    21210;6,1
The Specials ;Craig Mazin;2000;  1000000;    12996;6,0
Alone with Her ;Eric Nicholas;2006;  1000000;    10018;6,1
Creative Control ;Benjamin Dickinson;2015;  1000000;    62480;5,5
Special ;Hal Haberman;2006;  1000000;     6387;6,9
In Her Line of Fire ;Brian Trenchard-Smith;2006;  1000000;      721;4,1
The Jimmy Show ;Frank Whaley;2001;  1500000;      703;5,4
Trance ;Danny Boyle;2013; 20000000;  2319187;7,0
On the Waterfront ;Elia Kazan;1954;   910000;  9600000;8,2
L!fe Happens ;Kat Coiro;2011;   930000;    20186;5,7
4 Months, 3 Weeks and 2 Days ;Cristian Mungiu;2007;   590000;  1185783;7,9
Hard Candy ;David Slade;2005;   950000;  1007962;7,1
The Quiet ;Jamie Babbit;2005;   900000;   381186;6,4
Fruitvale Station ;Ryan Coogler;2013;   900000; 16097842;7,5
The Brass Teapot ;Ramaa Mosley;2012;   900000;     6643;6,4
The Hammer ;Charles Herman-Wurmfeld;2007;   850000;   442638;7,3
Snitch ;Ric Roman Waugh;2013; 15000000; 42919096;6,5
Latter Days ;C. Jay Cox;2003;   850000;   819939;7,2
For a Good Time, Call... ;Jamie Travis;2012;   850000;  1243961;6,0
Time Changer ;Rich Christiano;2002;   825000;    15278;5,6
A Separation ;Asghar Farhadi;2011;   500000;  7098492;8,4
Welcome to the Dollhouse ;Todd Solondz;1995;   800000;  4771000;7,5
Ruby in Paradise ;Victor Nunez;1993;   800000;  1001437;7,2
Raising Victor Vargas ;Peter Sollett;2002;   800000;  2073984;7,2
Deterrence ;Rod Lurie;1999;   800000;   144583;6,5
Not Cool ;Shane Dawson;2014;   600000;    35688;5,1
Dead Snow ;Tommy Wirkola;2009;   800000;    41709;6,4
Saints and Soldiers ;Ryan Little;2003;   780000;  1310270;6,8
American Graffiti ;George Lucas;1973;   777000;115000000;7,5
Aqua Teen Hunger Force Colon Movie Film for Theaters ;Matt Maiellaro;2007;   750000;  5518918;6,9
Safety Not Guaranteed ;Colin Trevorrow;2012;   750000;  4007792;7,0
Kill List ;Ben Wheatley;2011;   500000;    26297;6,3
The Innkeepers ;Ti West;2011;   750000;    77501;5,5
The Unborn ;David S. Goyer;2009; 16000000; 42638165;4,8
Interview with the Assassin ;Neil Burger;2002;   750000;    47329;6,6
Donkey Punch ;Oliver Blackburn;2008;   900000;    18378;5,2
Hoop Dreams ;Steve James;1994;   700000;  7830611;8,3
L.I.E. ;Michael Cuesta;2001;   700000;  1141829;7,2
King Kong ;Peter Jackson;2005;207000000;218051260;7,2
House of Wax ;Jaume Collet-Serra;2005; 30000000; 32048809;5,3
Half Nelson ;Ryan Fleck;2006;   700000;  2694973;7,2
Naturally Native ;Jennifer Wynne Farmer;1998;   700000;    10508;6,5
Hav Plenty ;Christopher Scott Cherot;1997;   650000;  2301777;6,5
Top Hat ;Mark Sandrich;1935;   609000;  3000000;7,8
The Blair Witch Project ;Daniel Myrick;1999;    60000;140530114;6,4
Woodstock ;Michael Wadleigh;1970;   600000; 13300000;8,1
Mercy Streets ;Jon Gunn;2000;   600000;   171988;5,6
Arnolds Park ;Gene Teigland;2007;   600000;    23616;5,6
Broken Vessels ;Scott Ziehl;1998;   600000;    13493;6,6
A Hard Day's Night ;Richard Lester;1964;   560000;   515005;7,7
The Harvest/La Cosecha ;U. Roberto Romano;2011;   560000;     2245;7,2
Fireproof ;Alex Kendrick;2008;   500000; 33451479;6,5
Benji ;Joe Camp;1974;   500000; 39552600;6,1
Open Water ;Chris Kentis;2003;   500000; 30500882;5,7
Kingdom of the Spiders ;John 'Bud' Cardos;1977;   500000; 17000000;5,9
The Station Agent ;Tom McCarthy;2003;   500000;  5739376;7,7
To Save a Life ;Brian Baugh;2009;  1000000;  3773863;7,1
Beyond the Mat ;Barry W. Blaustein;1999;   500000;  2047570;7,6
The Singles Ward ;Kurt Hale;2002;   500000;  1250798;6,4
Osama ;Siddiq Barmak;2003;    46000;  1127331;7,4
Sholem Aleichem: Laughing in the Darkness ;Joseph Dorman;2011;   500000;   906666;6,8
Groove ;Greg Harrison;2000;   500000;  1114943;6,5
The R.M. ;Kurt Hale;2003;   500000;  1111615;6,0
Twin Falls Idaho ;Michael Polish;1999;   500000;   985341;7,3
Mean Creek ;Jacob Aaron Estes;2004;   500000;   603943;7,3
Hurricane Streets ;Morgan J. Freeman;1997;   500000;   334041;6,5
Never Again ;Eric Schaeffer;2001;   500000;   295468;6,0
Civil Brand ;Neema Barnette;2002;   500000;   243347;5,3
Lonesome Jim ;Steve Buscemi;2005;   500000;   154077;6,6
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ;Molly Bernstein;2012;   500000;   151389;7,1
Seven Samurai ;Akira Kurosawa;1954;  2000000;   269061;8,7
The Other Dream Team ;Marius A. Markevicius;2012;   500000;   133778;8,4
Finishing the Game: The Search for a New Bruce Lee ;Justin Lin;2007;   500000;    52850;6,2
Rubber ;Quentin Dupieux;2010;   500000;    98017;5,8
Home ;Tim Johnson;2015;135000000;177343675;6,7
Kiss the Bride ;C. Jay Cox;2007;   500000;    31937;5,7
The Slaughter Rule ;Alex Smith;2002;   500000;    13134;6,1
Monsters ;Gareth Edwards;2010;   500000;   237301;6,4
The Living Wake ;Sol Tryon;2007;   500000;    12055;6,5
Detention of the Dead ;Alex Craig Mann;2012;   500000;     1332;4,6
Crossroads ;Tamra Davis;2002; 12000000; 37188667;3,3
Born to Fly: Elizabeth Streb vs. Gravity ;Catherine Gund;2014;   500000;    21199;6,8
Oz the Great and Powerful ;Sam Raimi;2013;215000000;234903076;6,4
Straight Out of Brooklyn ;Matty Rich;1991;   450000;  2712293;5,9
Bloody Sunday ;Paul Greengrass;2002;  2000000;   768045;7,7
Conversations with Other Women ;Hans Canosa;2005;   450000;   379122;7,1
Poultrygeist: Night of the Chicken Dead ;Lloyd Kaufman;2006;   500000;    23000;6,2
42nd Street ;Lloyd Bacon;1933;   439000;  2300000;7,7
Metropolitan ;Whit Stillman;1990;   225000;  2938208;7,5
As It Is in Heaven ;Kay Pollak;2004; 25000000;     9910;7,6
Napoleon Dynamite ;Jared Hess;2004;   400000; 44540956;6,9
Blue Ruin ;Jeremy Saulnier;2013;  1066167;   258113;7,1
Paranormal Activity ;Oren Peli;2007;    15000;107917283;6,3
Monty Python and the Holy Grail ;Terry Gilliam;1975;   229575;  1229197;8,3
Quinceañera ;Richard Glatzer;2006;   400000;  1689999;7,1
Gory Gory Hallelujah ;Sue Corcoran;2003;   100000;    11798;4,7
Tarnation ;Jonathan Caouette;2003;      218;   592014;7,2
I Want Your Money ;Ray Griggs;2010;   400000;   425899;5,1
The Beyond ;Lucio Fulci;1981;   400000;   126387;6,9
What Happens in Vegas ;Tom Vaughan;2008; 35000000; 80276912;6,1
Trekkies ;Roger Nygard;1997;   375000;   617172;7,0
The Broadway Melody ;Harry Beaumont;1929;   379000;  2808000;6,3
Maniac ;Franck Khalfoun;2012;  6000000;    12843;6,1
Censored Voices ;Mor Loushy;2015;   450000;    34151;7,2
Murderball ;Henry Alex Rubin;2005;  1750211;  1523883;7,8
American Ninja 2: The Confrontation ;Sam Firstenberg;1987;   350000;  4000000;4,7
Halloween ;John Carpenter;1978;   300000; 47000000;7,9
Tumbleweeds ;Gavin O'Connor;1999;   312000;  1281176;6,7
The Prophecy ;Gregory Widen;1995;  8000000; 16115878;6,6
When the Cat's Away ;Cédric Klapisch;1996;   300000;  1652472;6,9
Pieces of April ;Peter Hedges;2003;   300000;  2360184;7,1
Old Joy ;Kelly Reichardt;2006;   300000;   255352;6,7
Wendy and Lucy ;Kelly Reichardt;2008;   200000;   856942;7,1
Ayurveda: Art of Being ;Pan Nalin;2001;   300000;    16892;7,6
Nothing But a Man ;Michael Roemer;1964;   160000;    12438;8,1
First Love, Last Rites ;Jesse Peretz;1997;   300000;    40542;5,5
Fighting Tommy Riley ;Eddie O'Flaherty;2004;   200000;     5199;6,6
Across the Universe ;Julie Taymor;2007; 45000000; 24343673;7,4
Locker 13 ;Bruce Dellis;2014;   300000;     2468;4,8
Compliance ;Craig Zobel;2012;   270000;   318622;6,4
Chasing Amy ;Kevin Smith;1997;   250000; 12006514;7,3
Lovely & Amazing ;Nicole Holofcener;2001;   250000;  4186931;6,9
Better Luck Tomorrow ;Justin Lin;2002;   250000;  3799339;7,2
The Incredibly True Adventure of Two Girls in Love ;Maria Maggenti;1995;   250000;  1977544;6,5
Chuck & Buck ;Miguel Arteta;2000;   250000;  1050600;6,6
American Desi ;Piyush Dinker Pandya;2001;   250000;   902835;6,7
Cube ;Vincenzo Natali;1997;   365000;   489220;7,3
Love and Other Catastrophes ;Emma-Kate Croghan;1996;   250000;   212285;6,4
I Married a Strange Person! ;Bill Plympton;1997;   250000;   203134;7,0
November ;Greg Harrison;2004;   150000;   191309;5,5
Like Crazy ;Drake Doremus;2011;   250000;  3388210;6,7
Sugar Town ;Allison Anders;1999;   250000;   177840;6,1
The Canyons ;Paul Schrader;2013;   250000;    49494;3,9
The Sticky Fingers of Time ;Hilary Brougher;1997;   250000;    18195;6,3
Burn ;Tom Putnam;2012;   225000;   111300;7,5
Urbania ;Jon Shear;2000;   225000;  1027119;7,0
The Beast from 20,000 Fathoms ;Eugène Lourié;1953;   210000;  5000000;6,7
Swingers ;Doug Liman;1996;   200000;  4505922;7,4
A Fistful of Dollars ;Sergio Leone;1964;   200000;  3500000;8,0
Short Cut to Nirvana: Kumbh Mela ;Maurizio Benazzo;2004;   200000;   381225;7,2
